StoreId,StoreName,CompleteStoreName,FoodType,AverageRating,Reviewers,City,Location
wfr1,,MariCheese Corndog - MH Del Pilar,Corndogs,4.9,47,marikina,
s4k2,,Wadashi Ramen - Marikina,Ramen,0.0,0,marikina,
i0ow,,Pancake House - Ayala Feliz,American,5.0,143,marikina,
r8gq,,Beanhi - MH Del Pilar,Coffee,5.0,64,marikina,
tw4c,,A Batter Cafe - Marikina,Beverages,0.0,0,marikina,
e0nn,,MaiCo 2.0 - Kagitingan,Chicken,5.0,45,marikina,
yatk,,Nanay Oning's Everlasting - San Roque,Filipino,5.0,138,marikina,
h3cw,,Coffee & trEATs - Nangka,Coffee,4.9,39,marikina,
c03c,,Neolivbrews - Provident Village,Milk Tea,5.0,85,marikina,
nxia,,Chambee Milktea - Marikina,Milk Tea,5.0,147,marikina,
gziy,,Selecta Ice Cream - Twin River Nangka,Ice Cream,5.0,160,marikina,
f5ep,,Tatay's Lechon - Midtown Subdivision,Lechon,4.8,521,marikina,
df2k,,B1T1 TAKEAWAY COFFEE - Riverbanks,Coffee,0.0,0,marikina,
bvii,,Potato Depot Snack Bar - A Bonifacio Avenue,Fries,0.0,0,marikina,
gyxt,,EM&M Classic Breads - Diego Silang Street,Bread,4.9,133,marikina,
m56e,,Ferino's Cafe - Sumulong,Snacks,4.9,98,marikina,
f1v4,,Ongpin Express - Riverbanks Center,Dim Sum ,4.9,18,marikina,
tkel,,School Tteokbokki - Mayor Gil Fernando Avenue,Korean,5.0,1210,marikina,
qz2e,,JIM FRUIT STAND,Rice Dishes,0.0,0,marikina,
y666,,Papaning's Food House - A Bonifacio Ave,Sushi,0.0,0,marikina,
vsgg,,Dairy Queen - River Banks,Ice Cream,5.0,146,marikina,
b28i,,HeBrews 138,Milk Tea,5.0,424,marikina,
a5jw,,Teng-Teng Panciteria - Tañong Marikina,Filipino,5.0,2705,marikina,
sfp8,,MatTEAu's - Riverbanks Mall,Snacks,0.0,0,marikina,
z5j7,,LARRY'S GOTO HOUSE - 28 SANTAN STREET,Filipino,0.0,0,marikina,
vcga,,Bibingkinitan - Riverbanks Mall,Snacks,5.0,31,marikina,
t9jk,,Classic Savory - SM Masinag,Chicken,5.0,760,marikina,
q4yv,,Authentic Chinese Cuisine - Marikina,Chinese,4.9,786,marikina,
p42t,,Santino's Supreme Slice Pizza - LRT-2 Marikina,Pizza,0.0,0,marikina,
dwdg,,Lan's Chowfan - Tanong,Filipino,5.0,101,marikina,
ejgw,,Hong Kong Style Noodle - Riverbanks,Chinese,0.0,0,marikina,
ft85,,Cafe O2 - San Roque,Beverages,5.0,44,marikina,
q5m8,,LING CHAN RESTAURANT - PANORAMA STREET,Chinese,4.7,10,marikina,
q2em,,Tomodachi Japanese Food Station - Redwood Street,Salads,4.7,1287,marikina,
wd4p,,PICKUP COFFEE - Marikina Riverbanks,Coffee,5.0,373,marikina,
phbu,,Kuman-Tam Panciteria,Filipino,0.0,0,marikina,
n4g3,,Blake's Wings and Steaks - Gil Fernando Avenue,Chicken Wings,5.0,273,marikina,
ahl4,,House of Sinangag - Midtown Subdivision,Filipino,4.7,88,marikina,
ojw8,,Goto Topps - Riverbanks,Filipino,0.0,0,marikina,
dt7l,,Oppa Bowl To Go - MH Del Pilar,Fried Chicken,5.0,43,marikina,
sr7s,,Takoya Kiks - Riverbanks Mall,Japanese,5.0,231,marikina,
tpak,,Authentic Binondo Pancit Lechon Macau - Midtown Subdivisions,Chinese,5.0,58,marikina,
q0de,,Gerry's Grill - Robinsons Metro East,Filipino,5.0,350,marikina,
tatj,,Potato Giant - Panorama Street,Fries,5.0,21,marikina,
oybb,,Chicken United - Pitpitan Street,Chicken,5.0,1186,marikina,
qjfx,,Angel's Pizza - Marikina,Pizza,5.0,121,marikina,
iy9z,,Heavenly Desserts By Chef Jeng Sy Flores - Midtown Marikina,Cakes,5.0,142,marikina,
dze1,,Avocadoria.ph - Riverbanks,Ice Cream,0.0,0,marikina,
up4q,,Cocol Coffee and Tea - San Roque,Coffee,5.0,217,marikina,
lw61,,Mommyla's BBQ At Kare-Kare - Marikina,BBQ,4.8,268,marikina,
o411,,Sugar Baby Milktea and Cafe - Nangka Marikina,Milk Tea,4.9,16,marikina,
g6mw,,Roti Chicken - Marikina,Middle Eastern,0.0,0,marikina,
r0hv,,Pizza Hut - Marcos Highway,Pizza,5.0,2388,marikina,
j9jd,,Kouen Japanese Restaurant - Marikina,Japanese,0.0,0,marikina,
co46,,Frying Chicken X Bokki Tteok Bokki - JP Rizal Street,Korean,4.8,20,marikina,
b6fw,,Mango Float Supreme Manila - Riverbanks Center,Fruit Shake,5.0,245,marikina,
u2gc,,KFC - Riverbanks,Fast Food,4.9,2635,marikina,
vktf,,Chroma Cafe - Gil Fernando Avenue,Coffee,0.0,0,marikina,
mgfn,,EUVELS FOOD - Lopez Jaena St.,Siomai,0.0,0,marikina,
orp4,,Seoul Samgyeop - Marikina Riverbanks,Korean,5.0,50,marikina,
dqeq,,Carnebites X Carnebrews Cafe,Fast Food,4.9,245,marikina,
cw48,,Samgyeop Grill Box - Saint Mary Avenue,BBQ,5.0,33,marikina,
qwro,,Korean Street Food - A Bonifacio,Korean,4.9,671,marikina,
vnai,,Daby’s Lomi Haus - Barangka Marikina,Filipino,4.7,261,marikina,
d2aj,,Fiesta Inasal - Pitpitan Street,Ulam,5.0,130,marikina,
is8y,,Liu Liu Milktea - Marikina,Milk Tea,5.0,352,marikina,
oby5,,Drip Kofi - Almond Nut,Beverages,5.0,404,marikina,
rzds,,Tropical Hut - Riverbanks,Burgers,5.0,1585,marikina,
ipct,,"Auntie's Bakery, Restaurant & More - Mayor Gil Fernando Ave",Desserts,0.0,0,marikina,
m6vf,,Dolor's Kakanin - Marikina Branch,Asian,5.0,627,marikina,
ydua,,KKOPI.Tea - Calumpang,Beverages,0.0,0,marikina,
ip1m,,MT'S Caffeine Connection coffee house,,0.0,0,marikina,
lxzo,,That's Toasty,Korean,0.0,0,marikina,
grme,,Eunison Food Hub,Takoyaki,0.0,0,marikina,
ggor,,Mango Project Milkshakes and Waffles - Panorama Street,Pancakes & Waffles,5.0,141,marikina,
q15v,,Yanzi by Lido Cocina Tsina - Marikina,Noodles,5.0,41,marikina,
rad7,,Pan De Manila - JP Rizal Marikina,Bread,0.0,0,marikina,
q6iq,,Burger King - Marcos Highway,Burgers,5.0,8897,marikina,
l7bb,,Red Ribbon - Marcos Highway,Cakes,5.0,541,marikina,
hkn5,,"Big Mama's Pizza - Gil Fernando, Marikina",Pizza,5.0,159,marikina,
vvye,,Sarap Bowl - Pitpitan Street,Rice Bowl,4.9,31,marikina,
cjtx,,TakoGenki -SMR,Takoyaki,5.0,205,marikina,
zgse,,Buffalo's Wings N' Things - SM City Marikina,Chicken Wings,5.0,47,marikina,
r0zn,,Shakey's Pizza - SM Marikina,Pizza,4.9,190,marikina,
a7zn,,Andy's Famous Batangas Lomi & Bulalo - Kaunlaran Street,Filipino,5.0,730,marikina,
tq2f,,Sbarro - SM City Marikina,Pizza,5.0,339,marikina,
rv6d,,Buko ni Fruitas - Ayala Malls Feliz,Fruit Shake,0.0,0,marikina,
q6me,,Wing Zone - Feliz,Chicken,5.0,686,marikina,
s7yt,,Subway - Ayala Feliz,Sandwiches,4.9,846,marikina,
j0au,,Tokyo Tokyo - SM Marikina,Japanese,5.0,551,marikina,
ohqr,,Popeyes Chicken - Ayala Malls Feliz,Chicken,5.0,2366,marikina,
t7o0,,Louie's Buko - Major Dizon,Fruit Shake,0.0,0,marikina,
gltp,,King Fu Express - Evangelista Street,Chicken,4.9,183,marikina,
e7bh,,Aboy's Fresh Lumpia - SM Marikina,Filipino,5.0,227,marikina,
zlxu,,The Taste of Czaczacza Cafe - SM Marikina,Cakes,0.0,0,marikina,
oih1,,CoCo Fresh Tea & Juice - SM Marikina,Milk Tea,5.0,3133,marikina,
o7ln,,Krispy Kreme - SM Marikina,Donut,5.0,155,marikina,
s8vy,,Gong Cha - SM City Marikina,Milk Tea,5.0,862,marikina,
q6di,,Auntie Anne's - SM Marikina Mall,Bread,5.0,571,marikina,
tpuk,,DQ Cakes - SM City Marikina,Cakes,4.9,14,marikina,
kbxv,,Dulcinea - SM Marikina,Western,5.0,39,marikina,
ugts,,Turks - SM City Marikina,Shawarma,0.0,0,marikina,
y9fe,,Casa Daza Empanada - Ayala Feliz,Chicken,5.0,81,marikina,
mscv,,Candy Corner - SM City Marikina,Desserts,0.0,0,marikina,
brc8,,Cafe Mary Grace - SM City Marikina,Cakes,5.0,73,marikina,
pcgl,,Marugame Udon - SM City Marikina,Japanese,5.0,1182,marikina,
h6zo,,Tah-Mee - SM City Markina,Desserts,4.9,16,marikina,
wt1t,,Crepe Delicious Urban Cafe - SM Marikina,Pancakes & Waffles,0.0,0,marikina,
uce8,,Wangfu Chinese Cafe - SM City Marikina,Chinese,5.0,101,marikina,
q0gk,,Army Navy - Sta Lucia East Grand Mall,Burgers,5.0,3555,marikina,
z5sg,,Pepa Wings - SM City Marikina,Chicken Wings,5.0,429,marikina,
g8o3,,Norikura Japanese Restaurant - SM City Marikina,Japanese,0.0,0,marikina,
s6zb,,The Coffee Bean & Tea Leaf - Ayala Malls Feliz,Coffee,5.0,485,marikina,
ohte,,Koomi - SM Marikina,Beverages,5.0,397,marikina,
y0sq,,Bacolod Chicken Inasal - SM City Marikina,Filipino,5.0,395,marikina,
o3y4,,Brownies Unlimited - SM City Marikina,Desserts,5.0,244,marikina,
du8b,,K-Egg Ayala Feliz,Fast Food,4.7,13,marikina,
fq31,,Platiyos Mr Cochinillo - Major Dizon Street,Coffee,0.0,0,marikina,
yndu,,Kuya J Restaurant - SM Marikina,Filipino,4.9,102,marikina,
py12,,Hearts and Bells - SM Marikina,Cakes,5.0,40,marikina,
mkbp,,Conti's Bakeshop and Restaurant - Ayala Malls Feliz,Cakes,5.0,496,marikina,
v6bx,,Obento Ko & Osaka Takoyakido - Vista Verde,Japanese,5.0,1099,marikina,
qfv1,,Cabalen - Ayala Malls Feliz,Filipino,5.0,76,marikina,
j6jt,,Peri-Peri Charcoal Chicken & Sauce Bar - Ayala Feliz Mall,Chicken,4.9,74,marikina,
wfno,,The Brewed Buddies - SM Marikina,Milk Tea,3.0,42,marikina,
c7uf,,Ramen Nagi - Ayala Malls Feliz,Ramen,5.0,157,marikina,
r0jr,,Chatime - SM Marikina,Milk Tea,5.0,1071,marikina,
p70j,,King of Kim - SM City Marikina,Wraps,4.8,20,marikina,
qzwn,,Takoyadon - SM City Marikina,Takoyaki,0.0,0,marikina,
b1dm,,Calle Reyes Manila Barbecue - SM City Marikina,Filipino,2.8,14,marikina,
wwby,,"But First, Coffee - Festival Mall Inline",Beverages,0.0,0,muntinlupa city,
jgja,,EBC - Festival Mall,American,5.0,131,muntinlupa city,
s9ly,,California Pizza Kitchen - Festival Mall,Pizza,4.9,179,muntinlupa city,
x689,,Buffalo's Wings N' Things  - Festival Mall,Chicken Wings,0.0,0,muntinlupa city,
is3b,,Conti's Take Out Nook (Kiosk) - Festival Mall,Cakes,5.0,307,muntinlupa city,
trzx,,17th Bistro,Rice Bowl,0.0,0,muntinlupa city,
cijd,,Champs Burger Festival Mall,American,5.0,21,muntinlupa city,
vi8l,,Pink's Burgers and Hotdogs - Alabang,American,4.9,22,muntinlupa city,
ln7w,,Captain Calamares – Festival Mall Alabang,Seafood,0.0,0,muntinlupa city,
ljim,,Eataewon - Festival Mall,Korean,0.0,0,muntinlupa city,
w96v,,Cabalen - Festival Mall,Ulam,4.9,16,muntinlupa city,
oafy,,BBQ Chicken - Festival Mall,Fried Chicken,5.0,16,muntinlupa city,
w61a,,Koomi - Festival Mall,Beverages,5.0,423,muntinlupa city,
kx01,,Crazy Maki - Festival Mall,Japanese,5.0,50,muntinlupa city,
tipc,,Highlands Coffee - Asian Hospital,Coffee,4.9,14,muntinlupa city,
lqwd,,Hen Lin - Petron Filinvest,Chinese,5.0,30,muntinlupa city,
yupm,,Rita's - Festival,Ice Cream,0.0,0,muntinlupa city,
z6yx,,Lemon Express - Festival Mall,Milk Tea,5.0,151,muntinlupa city,
jxl3,,Aboy's Fresh Lumpia - Festival Mall,Filipino,5.0,136,muntinlupa city,
r8do,,Nono's - Festival Mall,Sandwiches,5.0,361,muntinlupa city,
lnyl,,Mango Madness - Putatan,Beverages,0.0,0,muntinlupa city,
b8kz,,Healthy Lemon - Festival Mall Alabang,Fruit Shake,0.0,0,muntinlupa city,
r6qf,,Classic Savory - Festival Mall,Chicken,5.0,426,muntinlupa city,
m9ut,,Wright Wings - Commerce Avenue,Chicken Wings,5.0,197,muntinlupa city,
suiq,,Cookies by the Bucket- Festival Mall,Desserts,0.0,0,muntinlupa city,
vvl7,,Nine Fresh - Landmark Alabang,Desserts,5.0,49,muntinlupa city,
c2uw,,Libertea Milktea - Commerce Avenue,Milk Tea,4.9,607,muntinlupa city,
ktbi,,Las Flores - Alabang Filinvest,American,0.0,0,muntinlupa city,
sl1o,,Zark's Burgers - Festival Mall,Burgers,4.9,51,muntinlupa city,
erz2,,Fariñas Ilocos Empanada - Festival Mall,Filipino,5.0,67,muntinlupa city,
r3ne,,Kuya J Restaurant - Festival Mall,Filipino,5.0,672,muntinlupa city,
q8zx,,Seolhwa & The Cook - Festival Mall,Korean,5.0,196,muntinlupa city,
q9lj,,Super Bowl of China - Festival,Chinese,5.0,988,muntinlupa city,
g6uc,,Krispy Kreme - Festival Mall,Donut,5.0,1011,muntinlupa city,
q0rz,,Akrotiri Real Greek Restobar - Alabang,Sandwiches,4.9,59,muntinlupa city,
egsj,,Rangoon Ruby - Festival Mall,Ulam,0.0,0,muntinlupa city,
wnsj,,Pretzelmaker - Festival Mall,American,5.0,261,muntinlupa city,
xjxi,,Pie Express PH - Festival Mall,Soups,4.8,20,muntinlupa city,
sby8,,Wow Cow - Festival Mall,Rice Noodles,0.0,0,muntinlupa city,
o7nu,,Egg Station - Festival Mall,Filipino,4.7,38,muntinlupa city,
b236,,Cold Stone Creamery - Festival Mall Alabang,Snacks,0.0,0,muntinlupa city,
j9ii,,Infinitea - Festival Mall,Milk Tea,4.6,55,muntinlupa city,
r0of,,Pho Hoa - Festival Mall 1,Noodles,5.0,326,muntinlupa city,
kav1,,FR Coffee House - Festival Mall,Coffee,0.0,0,muntinlupa city,
r2br,,Tim Hortons - Festival Supermall,Coffee,5.0,5476,muntinlupa city,
t5bq,,Big Chill - Civic Drive,Beverages,5.0,157,muntinlupa city,
c3yn,,Ted's Oldtimer Lapaz Batchoy - Festival Mall,Soups,5.0,342,muntinlupa city,
w9ro,,Kumori - Festival Mall Alabang,Bread,5.0,186,muntinlupa city,
c3hy,,Oishi Batchoi - Festival Mall,Japanese,5.0,74,muntinlupa city,
oeya,,Rico's Lechon - Festival Mall Alabang,Filipino,4.7,29,muntinlupa city,
tur8,,Razons By Glenn - Festival Mall,Fast Food,4.6,14,muntinlupa city,
q3om,,Happy Lemon - Festival,Milk Tea,5.0,1191,muntinlupa city,
wjja,,Honeybon - Festival Mall,Cakes,5.0,38,muntinlupa city,
jc4k,,Ms Tanghulu - Festival Mall,Ice Cream,0.0,0,muntinlupa city,
apzw,,Panda Express - Festival Mall,Rice Bowl,5.0,82,muntinlupa city,
vivu,,Affinity Tabletop Cafe - Soldiers Hills Village,Coffee,0.0,0,muntinlupa city,
dtqf,,Samgyuniku Unlimited Japanese Korean BBQ Grill - Festival Supermall,Chicken Wings,4.8,48,muntinlupa city,
r5tj,,Black Scoop Cafe - Festival Mall,Milk Tea,4.9,411,muntinlupa city,
i1wl,,Giligan's - Festival Mall Extension,Filipino,5.0,469,muntinlupa city,
t3az,,Manam - Festival Mall,Filipino,5.0,234,muntinlupa city,
oyd4,,Dunkin' - Festival Mall,Donut,5.0,71,muntinlupa city,
g3a5,,Masuki 1930 Express to Go - Bloc 10 Alabang,Soups,4.9,208,muntinlupa city,
sb7l,,Ate Rica's Bacsilog - Festival Mall,Rice Bowl,4.9,22,muntinlupa city,
s5pu,,McDonald's - Commerce Avenue,Fast Food,5.0,8445,muntinlupa city,
q8di,,RACKS - Festival Mall,American,5.0,598,muntinlupa city,
hp3t,,Max's Corner Bakery - Festival Mall,Cakes,0.0,0,muntinlupa city,
e57t,,R&B Milk Tea - Festival Mall,Milk Tea,4.9,56,muntinlupa city,
gcvm,,MISAKI - FESTIVAL MALL,Ramen,0.0,0,muntinlupa city,
bx4g,,Yoshinoya - Festival Mall,Japanese,5.0,137,muntinlupa city,
q2hc,,Army Navy - Commerce Avenue,Burgers,5.0,3992,muntinlupa city,
ps9o,,Peri-Peri Charcoal Chicken & Sauce Bar - Festival Mall,Chicken,5.0,105,muntinlupa city,
ruhe,,Julie’s Bakeshop - Festival Mall Alabang,Bread,5.0,10,muntinlupa city,
e3mz,,Rice Rocket - Commerce Avenue,Asian,4.9,870,muntinlupa city,
phmc,,Pepa Wings - Festival Mall,Chicken Wings,4.9,132,muntinlupa city,
oyyx,,Kape Grounds - Festival Mall,Beverages,0.0,0,muntinlupa city,
qycf,,Dot Coffee - Festival Mall,Coffee,5.0,268,muntinlupa city,
pg1d,,Merry Mango - Festival Mall,Ulam,0.0,0,muntinlupa city,
md93,,D'Baristroe - Bloc 10,Sandwiches,0.0,0,muntinlupa city,
s9si,,The Coffee Bean & Tea Leaf - Festival Supermall Extension,Coffee,4.9,135,muntinlupa city,
q5qf,,My Thai Kitchen - Festival 1,Chicken,4.8,292,muntinlupa city,
e7yc,,De Original Jamaican Pattie Shop and Juice Bar - Festival Mall,Snacks,0.0,0,muntinlupa city,
kqpp,,KFC - Landmark Alabang,Fast Food,4.9,946,muntinlupa city,
yrb6,,Wildflour Cafe + Bakery - Alabang,American,5.0,120,muntinlupa city,
iqfh,,GoBento - Festival,Japanese,4.9,145,muntinlupa city,
vn0a,,Taters - Festival Mall,Snacks,5.0,55,muntinlupa city,
e7ok,,Seattle's Best Coffee - Filinvest,Coffee,5.0,744,muntinlupa city,
szc3,,Amealia’s Silog - Soldiers Hill Street,Silog,5.0,108,muntinlupa city,
v7mc,,Gringo - Festival Mall,Rice Bowl,5.0,267,muntinlupa city,
ke84,,Sukiya - Festival Mall,Japanese,0.0,0,muntinlupa city,
msna,,Starbucks Reserve - Westgate Center,Coffee,5.0,2788,muntinlupa city,
c1qf,,Cafe France - Asian Hospital,Italian,4.9,66,muntinlupa city,
q6qp,,Subway - Festival Mall,Sandwiches,5.0,582,muntinlupa city,
olis,,Island Tea Co. - BLOC 10,Milk Tea,0.0,0,muntinlupa city,
k470,,House of Kings Chicken - Festival Mall,Filipino,0.0,0,muntinlupa city,
b3hp,,Gerry's Grill - Festival Mall,Filipino,5.0,158,muntinlupa city,
m8qp,,Chatime - Landmark Filinvest,Milk Tea,5.0,585,muntinlupa city,
neh9,,Tah-Mee - Festival Mall,Ice Cream,4.9,11,muntinlupa city,
lqn8,,Casa Daza By Chef Sandy - Festival Mall,Filipino,5.0,48,muntinlupa city,
rrlw,,HappiLee Korean Kitchen - Festival Mall,Korean,5.0,114,muntinlupa city,
oqck,,Dann’s Pizza House,Pizza,0.0,0,muntinlupa city,
qkmi,,Dencio's - Westgate,Filipino,0.0,0,muntinlupa city,
b2qo,,Taho Fresh Soymilk atbp - Ayala South Park Center,Beverages,0.0,0,muntinlupa city,
z2t9,,Tokyo Tokyo - Ayala Malls South Park,Japanese,5.0,467,muntinlupa city,
q7wn,,Pancake House - South Supermarket,American,4.9,324,muntinlupa city,
trrq,,Shawarma Shack - Bayanan,Shawarma,4.9,1172,muntinlupa city,
kq8u,,Lemonology - Bayanan,Fruit Shake,0.0,0,muntinlupa city,
w1py,,La Mensa - Westgate,Italian,0.0,0,muntinlupa city,
w3uf,,Kaya Korean Restaurant - Westgate Center,Korean,5.0,315,muntinlupa city,
alfl,,Dumbo Coffee,Beverages,0.0,0,muntinlupa city,
gpty,,Watami - ATC,Japanese,0.0,0,muntinlupa city,
r3bw,,Eat Sleep Burger - Bayanan,Burgers,5.0,1512,muntinlupa city,
h2nx,,Baker J - Alabang,Cakes,5.0,113,muntinlupa city,
s8iw,,Pizza Telefono - Westgate Alabang,Pizza,5.0,734,muntinlupa city,
nvd0,,Buko Juan - Ayala Mall South Park,Beverages,0.0,0,muntinlupa city,
i29p,,Chizmozza - Ayala Malls Southpark,Snacks,5.0,53,muntinlupa city,
aj8g,,Cusina by Albergus - ATC,Snacks,0.0,0,muntinlupa city,
v2di,,Max's Restaurant - Westgate,Chicken,5.0,414,muntinlupa city,
pxpt,,Banapple - Ayala Alabang Town Center,Cakes,4.9,36,muntinlupa city,
dmfs,,Samgyupsalamat - Ayala Malls Southpark,BBQ,5.0,27,muntinlupa city,
ru2w,,Baliwag Lechon Manok at Liempo - San Guillermo Street,Chicken,5.0,656,muntinlupa city,
u7qz,,Mo' Cookies - ATC,Cakes,5.0,110,muntinlupa city,
pqjr,,Teriyaki Boy - Westgate,Japanese,0.0,0,muntinlupa city,
fae6,,Tiong Bahru Boneless Hainanese Chicken Rice - Alabang Town Center,Fried Chicken,5.0,85,muntinlupa city,
t7gu,,Happy Sip Milktea & Coffee - Poblacion,Milk Tea,5.0,62,muntinlupa city,
vt0e,,Buglas Isla Cafe - Westgate,Filipino,0.0,0,muntinlupa city,
vhjw,,Candy Corner - Alabang Town Center,Desserts,0.0,0,muntinlupa city,
ukm6,,Shake Shack - Alabang Town Center,American,5.0,341,muntinlupa city,
j2cw,,Katherine's Cafe - ATC Muntinlupa,Healthy,0.0,0,muntinlupa city,
n3ja,,Luk Yuen - Alabang,Chinese,5.0,810,muntinlupa city,
xu4m,,Uncle John's - Bayanan,Chicken,5.0,358,muntinlupa city,
q7yn,,Chili's - Alabang,American,4.9,841,muntinlupa city,
q3hi,,Nanbantei of Tokyo - Alabang,Japanese,5.0,257,muntinlupa city,
q4bk,,8CUTS - Alabang Town Center,Burgers,5.0,1806,muntinlupa city,
i8rn,,J.CO Donuts & Coffee - Alabang Town Center,Donut,5.0,324,muntinlupa city,
jke1,,Marugame Udon - Alabang Town Center,Japanese,5.0,524,muntinlupa city,
r9yf,,Firehouse Pizza - Civic Drive,Pizza,5.0,131,muntinlupa city,
eyw0,,TGI Fridays - Alabang Town Center,American,0.0,0,muntinlupa city,
z9qm,,Marinduquenos Litson Manok - Bayanan Muntinlupa,Chicken,0.0,0,muntinlupa city,
q6vc,,SOUV! by Cyma - Molito,Seafood,5.0,235,muntinlupa city,
san3,,Haro Haro - South Park Center By Ayala Mall,Milk Tea,5.0,43,muntinlupa city,
plcd,,Chooks To Go - South Supermarket,Chicken,5.0,222,muntinlupa city,
q4rn,,French Baker - Makati Supermarket Alabang,Bread,5.0,47,muntinlupa city,
sg05,,Sisig Hooray - The Landmark Alabang,Sisig,4.9,172,muntinlupa city,
ow30,,Tea 'N Dough Soldiers Hills Village,Asian,0.0,0,muntinlupa city,
k1eb,,Reyes Barbecue - Alabang Town Center,BBQ,5.0,153,muntinlupa city,
s5ei,,Angrydobo - Westgate,Filipino,4.9,173,muntinlupa city,
cdzv,,Turks - Alabang Town Center Food Choices,Shawarma,0.0,0,muntinlupa city,
wxmo,,Wallflower Cafe -  Alabang Town Center,American,4.9,78,muntinlupa city,
yc4n,,Pan De Manila - Ayala Alabang Town Center,Bread,5.0,173,muntinlupa city,
yyk0,,"But First, Coffee - L' Paseo Arcade",Coffee,5.0,501,muntinlupa city,
apop,,Earle's Delicatessen - South Supermarket,Sandwiches,5.0,42,muntinlupa city,
nhtk,,D' Original Pares - Alabang,Filipino,5.0,404,muntinlupa city,
z3xy,,FNR Ilonggos Best Lechon Manok - National Road,Chicken,0.0,0,muntinlupa city,
wky8,,B1T1 Takeway Coffee - VTX,Coffee,5.0,117,muntinlupa city,
n8g4,,Cafe Mary Grace - Alabang Town Center,Cakes,5.0,143,muntinlupa city,
vuvi,,Din Tai Fung - Alabang Town Center,Chinese,4.9,51,muntinlupa city,
deci,,Felchie's Ice Cream,Desserts,0.0,0,muntinlupa city,
x1rv,,Pinkberry - Alabang Town Center,Desserts,5.0,101,muntinlupa city,
slej,,Cinnabon - Alabang Town Center,Bread,5.0,188,muntinlupa city,
q8me,,Sushi Nori - ATC,Sushi,5.0,562,muntinlupa city,
iv5e,,Siomai House - Soldiers Hills,Siomai,4.9,24,muntinlupa city,
o0kh,,Goldilocks - South Station,Cakes,5.0,631,muntinlupa city,
qoie,,Propaganda Vietnamese Bistro - Molito,Asian,0.0,0,muntinlupa city,
tati,,Overdoughs - Alabang Town Center,Bread,4.9,78,muntinlupa city,
oxa9,,Avocadoria.ph - Alabang Town Center,Desserts,0.0,0,muntinlupa city,
pez2,,Master Siomai - South Supermarket,Siomai,5.0,22,muntinlupa city,
xh4g,,DAKKOCHI - ALABANG TOWN CENTER,Filipino,0.0,0,muntinlupa city,
wxgw,,Taste of Joy - Soldiers Hills,Filipino,5.0,978,muntinlupa city,
hufo,,Mang Inasal - South Station,Chicken,4.9,455,muntinlupa city,
m9k9,,ZUS Coffee - Ayala Alabang Town Center,Coffee,5.0,522,muntinlupa city,
wn2w,,Da Gianni Cucina Italiana - Westgate Center,Pizza,5.0,31,muntinlupa city,
h8ft,,Players Kitchen and Bar - Alabang Town Center,American,4.7,16,muntinlupa city,
r3oi,,S&R New York Style Pizza - Landmark Alabang,Pizza,5.0,2709,muntinlupa city,
o1m1,,Italianni's - Alabang Town Center,Italian,0.0,0,muntinlupa city,
y1mu,,Lugaw Republic - Ayala Malls Southpark,Porridge,5.0,326,muntinlupa city,
r5bm,,Whistlestop - Alabang,Seafood,4.9,62,muntinlupa city,
q7qy,,The Little Joy Bakery - ATC,Cakes,5.0,872,muntinlupa city,
yg6o,,Popeyes Chicken - Alabang Town Center,Chicken,4.9,1492,muntinlupa city,
jysu,,El Pollo Loco - Alabang Town Center,American,0.0,0,muntinlupa city,
qb7w,,Shinomiya Japanese Restaurant - Westgate Center,Korean,5.0,54,muntinlupa city,
c98m,,R.Lapid's Chicharon & Barbecue - S&R Alabang,Snacks,0.0,0,muntinlupa city,
r5eu,,Kenji Tei Ramen House - ATC,Japanese,5.0,219,muntinlupa city,
bhyy,,Recovery Food - Alabang Town Center,Filipino,5.0,269,muntinlupa city,
q8wo,,BonChon - South Park Alabang,Chicken,5.0,2033,muntinlupa city,
bcpl,,Chickieboom - Park Trade Centre,Filipino,0.0,0,muntinlupa city,
jjmr,,Tres Maria's Good Food - Muntinlupa,Filipino,0.0,0,muntinlupa city,
nlmw,,Jamba - Alabang Town Center,Beverages,5.0,33,muntinlupa city,
mzde,,Cha Tuk Chak - Rublou Muntinlupa,Milk Tea,5.0,764,muntinlupa city,
n8wy,,Suki Gyouza - South Park Center,Japanese,0.0,0,muntinlupa city,
er1s,,Lemon Square Bakery Treats - Bayanan Muntinlupa,Cakes,5.0,56,muntinlupa city,
btxu,,Chu Chu Milktea and Takoyaki - Alabang Junction,Milk Tea,5.0,892,muntinlupa city,
r7hy,,Le Sucre Lab Chocolates - Alabang Town Center,Cakes,5.0,358,muntinlupa city,
s2tl,,Hangout Cafe - Putatan,Beverages,4.9,564,muntinlupa city,
j89g,,Paotsin - Robinsons Supermarket South Park Center,Asian,0.0,0,muntinlupa city,
h8a3,,Mitchylicious Pancit Malabon - South Supermarket,Pancit,5.0,22,muntinlupa city,
k8og,,Johnn Lemon - Food Choices Alabang Town Center,Fruit Shake,0.0,0,muntinlupa city,
u930,,"Taho Fresh Soymilk, atbp. - South Alabang",Desserts,5.0,31,muntinlupa city,
ktut,,"Tapsulit - Putatan, Muntinlupa",Silog,5.0,117,muntinlupa city,
d9fe,,Sugarbee - Alabang,Cakes,5.0,153,muntinlupa city,
erm2,,Zagu - Ayala Malls Southpark,Beverages,5.0,23,muntinlupa city,
